id,server_path,width,height
1,https://data.cyverse.org/dav-anon/iplant/home/carolinarr/vis-sieve/Princeton_atlas/atlas-1.jpg,64,64
2,https://data.cyverse.org/dav-anon/iplant/home/carolinarr/vis-sieve/Princeton_atlas/atlas-2.jpg,64,64
3,https://data.cyverse.org/dav-anon/iplant/home/carolinarr/vis-sieve/Princeton_atlas/atlas-3.jpg,64,64
4,https://data.cyverse.org/dav-anon/iplant/home/carolinarr/vis-sieve/Princeton_atlas/atlas-4.jpg,64,35
